plate_name,gene_name,gene_length,aligned_length,alignment_rate,total_read_count,average_read_depth,number_of_SNP,number_of_INDEL
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YDR335W,3675,967,0.263129251701,1004,1,3,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YKL172W,1284,1287,1.0023364486,104530,81,15958,3
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YNL336W,1146,1003,0.875218150087,23018,22,2909,1
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YDR305C,743,123,0.165545087483,123,1,4,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YML081W,3756,251,0.0668264110756,251,1,1,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YPL210C,1923,1927,1.0020800832,142226,73,11443,4
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YPL186C,915,906,0.990163934426,40913,45,36,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YNL014W,3135,3118,0.994577352472,315005,101,2073,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YBR260C,2001,855,0.427286356822,855,1,4,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YGR197C,1644,1628,0.990267639903,87348,53,170,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YOR347C,1521,246,0.161735700197,246,1,16,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YLR096W,3444,3447,1.00087108014,864040,250,372141,3
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YAL042W,1248,1251,1.00240384615,186349,148,31484,3
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YKR052C,915,131,0.143169398907,131,1,0,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YAL035W,3009,3009,1.0,804510,267,370423,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YLR417W,1701,1689,0.992945326279,57228,33,64,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YFR053C,1458,1455,0.997942386831,96133,66,151,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YBR228W,915,902,0.985792349727,26606,29,14,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YLR427W,2013,499,0.247888723299,499,1,4,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YGL187C,468,464,0.991452991453,12550,27,5,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YOR043W,1461,251,0.171800136893,251,1,0,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YLR083C,2004,251,0.125249500998,251,1,0,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YBR181C,1063,427,0.40169332079,2958,6,32,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YKL108W,1362,1362,1.0,488497,358,76005,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YJR144W,810,251,0.30987654321,251,1,0,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YMR315W,1050,348,0.331428571429,377,1,6,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YOR078W,645,646,1.0015503876,70800,109,3478,1
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YBR277C,402,309,0.768656716418,2008,6,0,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YIR028W,1908,251,0.131551362683,251,1,21,0
plate_name,gene_name,gene_length,aligned_length,alignment_rate,total_read_count,average_read_depth,number_of_SNP,number_of_INDEL
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YPL076W,843,251,0.297746144721,251,1,0,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YOR243C,2031,2032,1.00049236829,147675,72,25329,1
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YJR023C,402,251,0.624378109453,251,1,0,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YMR288W,2916,2925,1.00308641975,726884,248,281588,9
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YIL140W,2472,2472,1.0,779795,315,270170,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YGR070W,3468,251,0.0723760092272,251,1,0,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YIL156W,3216,502,0.156094527363,502,1,0,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YDR039C,3276,251,0.0766178266178,251,1,0,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YCR005C,1383,194,0.140274765004,560,2,232,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YBL101C,3354,3354,1.0,411138,122,3942,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YJL204C,2523,2527,1.00158541419,316981,125,93231,4
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YCR035C,1185,1164,0.982278481013,33383,28,32,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YKL059C,1326,251,0.189291101056,251,1,0,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YCL039W,2238,2227,0.99508489723,117468,52,197,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YJR084W,1272,666,0.52358490566,753,1,0,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YBR160W,897,130,0.144927536232,130,1,0,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YJL082W,2196,2200,1.00182149362,245502,111,60587,4
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YPL191C,1083,405,0.373961218837,405,1,4,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YGL113W,2007,2000,0.996512207275,50953,25,63,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YGL215W,1359,251,0.184694628403,251,1,0,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YDR099W,822,61,0.0742092457421,1974,32,2,1
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YOR145C,825,824,0.998787878788,30371,36,61,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YKL074C,1584,232,0.146464646465,232,1,1,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YMR027W,1413,1390,0.983722576079,42168,30,34,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YBL027W,954,251,0.263102725367,251,1,0,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YKL133C,1392,333,0.239224137931,502,1,0,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YLR006C,2139,2138,0.999532491819,83834,39,164,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YMR015C,1617,251,0.155225726654,251,1,0,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YDL170W,1587,251,0.15816005041,251,1,0,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YBR117C,2046,2034,0.994134897361,92117,45,147,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YFL034CB,978,972,0.993865030675,45431,46,81,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YLR219W,2187,372,0.170096021948,372,1,0,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YLR156CA,132,132,1.0,132,1,1,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YPR186C,1290,1283,0.994573643411,34387,26,28,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YDR259C,1152,250,0.217013888889,250,1,2,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YOR262W,1044,1019,0.976053639847,11044,10,5,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YDR522C,1509,1495,0.990722332671,116715,78,257,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YDR354CA,144,144,1.0,13118,91,278,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YPL258C,1656,1634,0.986714975845,58734,35,88,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YNL237W,1380,1374,0.995652173913,71786,52,117,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YCR045C,1476,1463,0.991192411924,92870,63,250,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YPL049C,1359,1349,0.992641648271,65511,48,106,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YDL246C,1074,250,0.232774674115,250,1,3,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YOR110W,1308,194,0.148318042813,194,1,0,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YGR014W,3921,251,0.0640142820709,251,1,0,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YER046WA,330,87,0.263636363636,87,1,0,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YCL069W,1377,1372,0.996368917938,36144,26,36,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YOL111C,639,622,0.973395931142,12801,20,5,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YHR025W,1074,1077,1.00279329609,138132,128,23983,3
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YGL198W,708,710,1.00282485876,98772,139,14354,2
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YFR011C,513,251,0.489278752437,251,1,0,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YKR010C,2316,251,0.108376511226,251,1,0,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YIL074C,1410,1412,1.00141843972,135718,96,15830,2
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YBL008W,2523,251,0.0994847403884,251,1,0,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YDR063W,450,219,0.486666666667,219,1,0,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YLR447C,1038,1038,1.0,92763,89,9144,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YJR065C,1350,251,0.185925925926,251,1,0,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YNL042W,1191,1188,0.997481108312,37148,31,20,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YDR254W,1377,1346,0.977487291213,24347,18,26,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YJL186W,1761,1750,0.99375354912,123994,70,477,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YDR196C,726,164,0.225895316804,164,1,0,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YML091C,3609,91,0.0252147409255,91,1,0,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YJL001W,764,251,0.328534031414,251,1,0,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YHR058C,888,251,0.282657657658,251,1,0,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YDR354W,1143,1140,0.997375328084,91615,80,236,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YJL222W,4650,251,0.0539784946237,251,1,0,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YPL040C,3009,2999,0.996676636756,316260,105,2632,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YGR020C,357,357,1.0,29834,83,506,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YKL117W,651,628,0.964669738863,12048,19,1,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YMR287C,2910,251,0.0862542955326,251,1,0,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YOR093C,4947,251,0.0507378209016,251,1,1,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YER084WA,513,476,0.927875243665,9036,18,1,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YNL288W,1122,1122,1.0,331872,295,63142,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YNR059W,1743,1716,0.984509466437,57228,33,64,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YNL332W,1023,1010,0.987292277615,33132,32,27,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YCL067C,633,614,0.969984202212,8283,13,3,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YCR073C,3996,4007,1.00275275275,725664,181,380621,11
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YHR155W,3687,3683,0.998915107133,262295,71,1582,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YPL136W,369,362,0.981029810298,11797,32,2,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YER103W,1929,1589,0.823742871954,4267,2,1,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YKR077W,1092,251,0.229853479853,251,1,0,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YFL060C,669,669,1.0,50379,75,2663,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YGR116W,4356,499,0.114554637282,499,1,0,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YLR188W,2088,251,0.120210727969,251,1,0,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YNL177C,930,927,0.996774193548,29367,31,88,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YOL118C,309,65,0.210355987055,65,1,0,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YDR286C,345,250,0.724637681159,250,1,0,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YHR141C,762,763,1.00131233596,56750,74,4305,1
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YBR029C,1374,251,0.182678311499,251,1,0,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YML060W,1131,251,0.22192749779,251,1,0,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YMR113W,1284,1277,0.994548286604,47439,37,49,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YLR300W,1347,497,0.368968077209,497,1,11,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YLR154C,333,251,0.753753753754,251,1,0,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YBR150C,3285,41,0.0124809741248,41,1,0,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YLR341W,1434,1432,0.998605299861,79567,55,173,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YBR033W,2760,2758,0.999275362319,272837,98,1545,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YNL167C,1944,1939,0.997427983539,33885,17,12,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YOR346W,2958,2939,0.993576741041,161393,54,380,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YMR196W,3267,283,0.0866238138965,335,1,0,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YKR105C,1749,480,0.274442538593,3012,6,0,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YLR178C,660,251,0.380303030303,251,1,0,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YMR224C,2079,2065,0.993265993266,76555,37,166,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YAL016W,1908,495,0.259433962264,495,1,16,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YDL206W,2289,2283,0.997378768021,70029,30,155,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YKL146W,2079,251,0.120731120731,251,1,0,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YKR056W,1920,1921,1.00052083333,105892,55,11216,1
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YOR206W,2133,163,0.0764181903422,163,1,0,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YJL126W,924,908,0.982683982684,26104,28,16,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YPL044C,549,251,0.457194899818,251,1,0,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YPL152W,1077,443,0.411327762303,443,1,3,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YBR089W,600,250,0.416666666667,250,1,42,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YLR183C,1470,502,0.341496598639,502,1,1,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YPL113C,1191,251,0.210747271201,251,1,1,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YGR103W,1818,251,0.138063806381,251,1,0,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YDL210W,1716,251,0.14627039627,251,1,0,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YGR003W,2235,2178,0.974496644295,46435,21,24,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YKL204W,1899,1899,1.0,88996,46,20002,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YNL077W,1587,824,0.519218651544,1004,1,10,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YFR023W,1836,1792,0.976034858388,74798,41,115,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YLL061W,1752,1755,1.00171232877,142223,81,32739,3
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YKL014C,5295,5294,0.999811142587,405114,76,3076,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YBR172C,2223,251,0.112910481332,251,1,0,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YDR346C,1446,502,0.347164591978,502,1,0,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YMR021C,1254,251,0.200159489633,251,1,0,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YDR187C,519,319,0.614643545279,1757,5,0,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YPR103W,864,863,0.998842592593,24096,27,25,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YDR385W,2529,2512,0.993277975484,159385,63,1075,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YOR258W,654,638,0.975535168196,11546,18,11,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YGL171W,1695,43,0.0253687315634,43,1,0,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YKR042W,1353,251,0.185513673319,251,1,0,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YGL165C,579,251,0.433506044905,251,1,0,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YOR334W,1413,251,0.177636234961,251,1,0,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YDL116W,2181,2157,0.988995873453,53965,25,56,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YBL023C,2607,316,0.121212121212,502,1,0,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YBL033C,1038,1038,1.0,109326,105,15717,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YER091C,2304,2290,0.993923611111,105671,46,624,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YKL126W,2043,2009,0.983357807146,55973,27,59,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YDL103C,1434,251,0.175034867503,251,1,0,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YLL027W,753,736,0.977423638778,31626,42,93,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YER085C,522,524,1.00383141762,52383,99,2225,2
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YHR203C,1055,145,0.137440758294,144,0,0,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YLR265C,1029,129,0.125364431487,129,1,0,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YKR022C,969,251,0.259029927761,251,1,0,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YOR102W,351,251,0.7150997151,251,1,0,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YDR216W,3972,3975,1.00075528701,639633,160,282917,3
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YLR461W,363,187,0.515151515152,187,1,0,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YPL254W,1467,1455,0.9918200409,31375,21,99,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YEL025C,3567,502,0.140734510793,502,1,0,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YLL003W,2841,251,0.0883491728265,251,1,0,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YNL186W,2379,2339,0.983186212694,61244,26,73,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YBL063W,3336,501,0.150179856115,501,1,2,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YBR281C,2637,2637,1.0,307224,116,1748,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YGR095C,672,484,0.720238095238,692,1,0,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YBR236C,1311,185,0.141113653699,185,1,0,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YOR296W,3870,251,0.064857881137,251,1,0,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YHR158C,3495,251,0.0718168812589,251,1,0,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YJL044C,1377,1380,1.00217864924,199310,144,36693,3
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YOR341W,4995,4992,0.999399399399,731916,146,11590,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YLR097C,1035,1032,0.997101449275,45180,43,55,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YGL131C,4212,4211,0.999762583096,537893,127,4639,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YLR381W,2202,2192,0.995458673933,95129,43,229,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YML068W,1395,1388,0.994982078853,47690,34,95,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YDL155W,1284,251,0.195482866044,251,1,0,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YDL139C,744,110,0.147849462366,110,1,0,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YBR284W,2394,251,0.104845446951,251,1,0,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YNR036C,462,108,0.233766233766,108,1,0,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YML109W,2829,2829,1.0,522448,184,223697,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YOL083W,1239,1240,1.0008071025,79436,64,8608,1
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YNR024W,561,351,0.625668449198,351,1,1,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YOL108C,456,251,0.550438596491,251,1,1,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YMR126C,1029,1016,0.987366375121,89858,88,213,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YKL020C,3249,251,0.0772545398584,251,1,0,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YGR218W,3255,3247,0.997542242704,433728,133,3101,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YDR464W,4308,4312,1.00092850511,1164174,269,750646,4
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YML045WA,1323,250,0.188964474679,250,1,1,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YFR030W,3108,502,0.161518661519,502,1,1,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YCR030C,2613,251,0.096058170685,251,1,0,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YJR090C,3456,3456,1.0,363699,105,3503,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YNL199C,1605,413,0.257320872274,495,1,26,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YGR173W,1107,1083,0.978319783198,32379,29,4,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YDR117C,1698,251,0.147820965842,251,1,0,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YPL053C,1341,1342,1.00074571216,351162,261,62216,1
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YCL063W,1272,1269,0.997641509434,38654,30,25,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YKR092C,1221,251,0.205569205569,251,1,0,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YDL189W,1374,1366,0.994177583697,39156,28,20,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YLR027C,1257,1253,0.996817820207,52710,42,34,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YDL132W,2448,2439,0.996323529412,68774,28,152,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YLR351C,876,876,1.0,37116,42,1593,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YOR132W,1656,251,0.151570048309,251,1,0,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YHR151C,1581,502,0.31752055661,502,1,0,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YHR097C,1225,251,0.204897959184,251,1,0,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YLR289W,1938,251,0.12951496388,251,1,0,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YBR009C,312,153,0.490384615385,153,1,0,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YNL139C,4794,475,0.0990821860659,502,1,2,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YCL018W,1095,251,0.229223744292,251,1,0,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YOR372C,1665,251,0.150750750751,251,1,0,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YPR197C,564,417,0.739361702128,2761,6,0,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YEL011W,2115,2110,0.997635933806,94125,44,553,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YFL029C,1107,1095,0.989159891599,39909,36,45,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YBL091C,1266,1263,0.997630331754,38152,30,38,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YBR116C,528,336,0.636363636364,22764,67,1127,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YEL021W,804,641,0.797263681592,753,1,1,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YDL167C,2160,168,0.0777777777778,168,1,2,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YHL015W,366,367,1.00273224044,5969,16,6,1
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YIL087C,474,194,0.409282700422,194,1,0,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YBR143C,1314,1310,0.99695585997,36646,27,87,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YMR003W,597,587,0.98324958124,28614,48,38,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YMR280C,4302,250,0.0581125058113,250,1,0,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YNL160W,1065,1049,0.984976525822,50702,48,104,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YOR252W,426,397,0.931924882629,3263,8,1,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YLR373C,2706,251,0.0927568366593,251,1,0,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YMR219W,4977,4804,0.965240104481,111444,23,200,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YPL167C,4515,4504,0.997563676633,637038,141,8501,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YPL027W,738,738,1.0,66097,89,4824,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YFL006W,765,759,0.992156862745,17319,22,33,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YNL063W,945,251,0.265608465608,251,1,0,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YLL038C,744,195,0.262096774194,195,1,0,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YKR046C,852,245,0.287558685446,245,1,4,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YOR174W,855,855,1.0,87806,102,8969,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YOR270C,2523,752,0.298057867618,752,1,3,0
