Plate,Gene_name,gene_length,aligned_length,avg_read_depth,snp_count,indel_count
scORFeome-HIP-12_S156_L001_R1_001_sorted,YMR223W,1416,1347,2,1,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YIR027C,1383,1372,22,12,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YEL032W,2916,2921,135,411,5
scORFeome-HIP-12_S156_L001_R1_001_sorted,YOL076W,2391,251,1,N/A,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YMR066W,2697,2684,38,29,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YHR123W,1267,1239,22,5,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YNL325C,2640,251,1,N/A,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YMR316CA,312,173,25,8,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YMR287C,2910,2903,50,30,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YLL057C,1239,227,1,N/A,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YDR216W,3972,3975,60,225,3
scORFeome-HIP-12_S156_L001_R1_001_sorted,YPL061W,1503,1500,33,10,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YLR461W,363,363,28,2,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YMR297W,1599,251,1,N/A,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YGR010W,1188,1115,13,5,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YDR403W,1611,1612,37,64,1
scORFeome-HIP-12_S156_L001_R1_001_sorted,YBL063W,3336,3336,52,160,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YOL042W,1092,251,1,N/A,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YDR080W,2979,2978,57,37,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YGR095C,672,672,25,17,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YHR146W,1398,851,2,1,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YPL125W,3099,3097,15,11,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YBR189W,588,568,5,51,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YPL089C,2031,126,1,N/A,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YNR071C,1029,214,1,N/A,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YJR090C,3456,251,1,N/A,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YMR300C,1533,1491,28,16,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YHR056WA,435,434,63,45,1
scORFeome-HIP-12_S156_L001_R1_001_sorted,YHR195W,966,156,1,N/A,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YNL292W,1212,1175,31,12,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YCL038C,1587,1549,23,13,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YMR079W,1071,1021,21,1,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YIL031W,3105,3098,34,30,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YHR134W,810,746,3,1,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YJL092W,3525,251,1,1,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YMR316W,1011,997,22,3,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YLR179C,606,251,1,2,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YAL023C,2280,2260,33,12,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YMR168C,1827,1756,9,8,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YJR127C,4143,4124,54,56,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YFR030W,3108,251,1,N/A,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YKL089W,1650,1607,18,8,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YER017C,2286,2283,62,38,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YNL199C,1605,251,1,N/A,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YGL032C,264,257,1,N/A,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YBR179C,2568,2568,44,29,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YLL005C,2607,2597,25,15,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YEL077C,3834,251,1,N/A,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YPL141C,2598,2594,61,35,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YBR009C,312,311,27,17,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YNL139C,4794,251,1,N/A,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YDR142C,1128,251,1,1,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YDL147W,1338,1275,17,6,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YKR026C,918,919,43,28,1
scORFeome-HIP-12_S156_L001_R1_001_sorted,YJR043C,1053,251,1,1,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YBR086C,2841,251,1,N/A,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YDR135C,4548,4516,52,59,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,smorf212302,48,48,12,N/A,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YLR015W,1518,1518,32,49,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YDR118W,1959,1879,10,9,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YGL242C,546,528,14,1,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YPL259C,1428,1428,31,46,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YLR388W,171,171,24,5,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YHL015W,366,366,37,15,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YKL182W,6156,3348,1,2,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YMR280C,4302,4309,83,376,7
scORFeome-HIP-12_S156_L001_R1_001_sorted,YLR373C,2706,2707,60,151,1
scORFeome-HIP-12_S156_L001_R1_001_sorted,YFL016C,1536,1532,22,10,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YKL103C,1545,1539,29,12,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YNL063W,945,251,1,N/A,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YNL032W,846,829,14,2,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YNR076W,363,298,4,1,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YOR056C,1380,1380,35,54,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YDR545W,5391,502,1,N/A,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YLR450W,3138,251,1,N/A,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YLR431C,1362,251,1,N/A,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YJL006C,972,968,16,4,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YHL033C,771,748,11,4,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YOR270C,2523,251,1,N/A,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YHR020W,2067,1778,3,1,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YMR194CB,294,294,44,14,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YLL043W,2010,2012,36,88,2
scORFeome-HIP-12_S156_L001_R1_001_sorted,YPL009C,3117,112,3,6,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YGR135W,777,767,17,1,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YPL097W,1479,1444,10,4,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YDL207W,1617,1584,20,6,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YBR301W,363,49,1,N/A,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YDR334W,4545,251,1,N/A,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YAR042W,3567,3574,106,485,7
scORFeome-HIP-12_S156_L001_R1_001_sorted,YHL002W,1359,1355,43,26,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YHL038C,1893,251,1,N/A,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YML094W,575,563,12,N/A,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YER047C,2694,2665,45,26,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YDR251W,2493,251,1,5,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YLL023C,840,251,1,N/A,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YOR193W,1131,75,1,N/A,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YGR091W,1485,248,1,1,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YGL119W,1506,1506,43,66,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YJL032W,315,251,1,N/A,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YLR189C,3597,3601,66,229,4
scORFeome-HIP-12_S156_L001_R1_001_sorted,YLR349W,507,354,34,13,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YER082C,1665,1649,20,9,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YJR109C,3357,3357,16,48,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YCR033W,3681,3678,51,56,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YGL121C,381,283,1,N/A,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YBR253W,366,357,7,1,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YBL022C,3402,3380,20,21,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YHR098C,2790,251,1,1,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YDL019C,3852,3837,42,56,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YEL064C,1443,251,1,N/A,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YOL087C,3351,284,1,1,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YJL174W,831,818,23,6,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YPR033C,1641,251,1,N/A,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YGL135W,654,649,27,3,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YEL061C,3003,3000,48,27,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YBL077W,432,280,6,N/A,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YGL154C,819,251,1,1,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YJR112WA,379,357,12,2,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YHR219W,1875,251,1,N/A,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YDR091C,1827,251,1,N/A,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YLR196W,1731,1697,34,19,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YNL214W,600,563,9,2,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YGR013W,1863,1852,23,10,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YBR069C,1860,67,1,N/A,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YFL036W,4056,4059,69,271,3
scORFeome-HIP-12_S156_L001_R1_001_sorted,YBR129C,987,987,29,43,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YMR164C,2277,2275,12,5,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YNL094W,1764,1768,122,213,4
scORFeome-HIP-12_S156_L001_R1_001_sorted,YGR047C,3078,3082,87,239,4
scORFeome-HIP-12_S156_L001_R1_001_sorted,YCR104W,375,44,1,N/A,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YLR133W,1749,251,1,N/A,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YDR040C,3276,3280,89,340,4
scORFeome-HIP-12_S156_L001_R1_001_sorted,YLR088W,1845,1788,14,12,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YBR059C,3327,3317,39,32,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YHL023C,3441,3433,72,69,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YNL104C,1860,1861,48,88,1
scORFeome-HIP-12_S156_L001_R1_001_sorted,YLR163C,1389,250,1,3,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YJL153C,1602,1586,18,7,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YMR242C,973,969,19,5,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YPL237W,858,858,42,29,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YNR006W,1869,1864,35,19,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YHR005CA,282,254,1,N/A,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YDR103W,2754,2738,42,22,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YHR120W,2880,251,1,N/A,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YLR044C,1692,1689,34,19,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YOL089C,3093,3081,36,34,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YJR036C,2679,251,1,N/A,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YHR056C,2652,2640,36,37,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YBR112C,2901,93,7,12,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YJL105W,1683,1640,18,5,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YBL081W,1107,38,1,1,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YER086W,1731,1702,30,19,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YGR185C,1185,1133,22,11,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YOL025W,1983,1984,40,101,1
scORFeome-HIP-12_S156_L001_R1_001_sorted,YPL265W,1827,1832,130,247,5
scORFeome-HIP-12_S156_L001_R1_001_sorted,YKR042W,1353,1281,19,3,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YGL172W,1419,1407,42,11,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YBR065C,1095,1037,17,6,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YDR388W,1449,1440,37,19,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YLR289W,1938,1873,19,4,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YJL086C,369,251,1,N/A,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YML099C,2643,2648,84,214,5
scORFeome-HIP-12_S156_L001_R1_001_sorted,YPR161C,1974,1953,14,7,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YDR007W,675,390,2,2,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YIL073C,3018,1570,1,N/A,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YDL212W,633,251,1,N/A,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YOL157C,1770,86,0,4,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YFL006W,765,363,1,N/A,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YOR310C,1536,247,1,N/A,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YFL066C,1179,746,1,N/A,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YDR188W,1641,154,1,N/A,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YAR018C,1308,1292,16,4,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YNL296W,315,311,39,8,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YIR030C,735,736,35,19,1
scORFeome-HIP-12_S156_L001_R1_001_sorted,YMR313C,1929,1931,21,40,2
scORFeome-HIP-12_S156_L001_R1_001_sorted,YPR005C,885,878,16,2,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YNR033W,2364,251,1,1,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YGL017W,1512,251,1,N/A,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YNL256W,2475,251,1,N/A,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YML001W,627,551,1,1,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YHR082C,3090,251,1,N/A,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YDR501W,1566,251,1,N/A,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YLR398C,3864,3862,129,145,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YCR037C,2772,251,1,N/A,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YPL149W,885,829,9,3,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YOR007C,1041,1026,22,5,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YLR359W,1449,1449,39,58,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YJL206C,2277,2277,32,67,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YGR170W,3417,251,1,1,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YGR076C,474,471,22,3,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YLR026C,1023,1024,28,33,1
scORFeome-HIP-12_S156_L001_R1_001_sorted,YHR094C,1713,135,1,15,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YNL138W,1581,251,1,2,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YNR065C,3351,312,6,2,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YBL076C,3219,3206,80,75,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YJL080C,3669,3666,158,133,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YCR068W,1563,1555,30,12,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YDR081C,2778,2752,32,33,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YDR381W,1447,1426,10,3,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YJL194W,1542,1544,36,59,2
scORFeome-HIP-12_S156_L001_R1_001_sorted,YBR139W,1527,251,1,N/A,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YBR115C,4179,4164,58,73,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YDR201W,498,251,1,N/A,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YIL130W,2895,2850,57,176,4
scORFeome-HIP-12_S156_L001_R1_001_sorted,YCR100C,951,341,5,82,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YOL015W,1761,1762,34,61,1
scORFeome-HIP-12_S156_L001_R1_001_sorted,YNL037C,1083,251,1,N/A,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YCR057C,2772,2768,86,61,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YFR051C,1641,1624,19,10,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YAR071W,1404,1332,14,6,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YKL195W,1212,1183,27,14,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YNL045W,2016,1996,17,7,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YNR002C,849,846,23,3,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YKR080W,963,956,29,9,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YNL124W,1479,1448,15,5,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YBR055C,2700,2681,39,22,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YOL099C,492,466,44,23,1
scORFeome-HIP-12_S156_L001_R1_001_sorted,YNL329C,3093,3082,61,49,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YNL180C,996,952,15,3,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YJL098W,3177,3175,61,49,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YCR010C,852,502,1,N/A,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YJL222W,4650,4642,53,69,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YKR090W,2121,251,1,N/A,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YLR333C,327,327,18,32,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YLR288C,1425,1386,16,5,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YGL180W,2694,2686,39,21,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YLR323C,780,781,62,47,1
scORFeome-HIP-12_S156_L001_R1_001_sorted,YDR017C,3153,3083,3,14,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YCL010C,780,769,22,8,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YNL053W,1470,1454,71,35,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YMR132C,627,539,13,1,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YPL008W,2586,2552,28,21,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YPL198W,1551,1531,21,6,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YOR119C,1455,251,1,N/A,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YLL003W,2841,2821,38,27,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YGL208W,1248,251,1,N/A,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YNL197C,1986,1988,48,95,2
scORFeome-HIP-12_S156_L001_R1_001_sorted,YCL036W,1701,251,1,N/A,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YCL045C,2283,2286,36,116,3
scORFeome-HIP-12_S156_L001_R1_001_sorted,YCR020C,648,251,1,N/A,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YML124C,1636,1605,16,10,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YLR067C,2898,2880,37,28,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YBL037W,3078,3075,108,75,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YCR097W,487,487,38,19,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YOL100W,3246,3244,36,30,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YDR402C,1470,251,1,N/A,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YIL026C,3453,3447,50,50,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YER038C,1395,1395,10,12,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YLR334C,381,34,1,N/A,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YJR091C,3276,3272,61,54,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YJL172W,1731,1727,24,14,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YKR005C,1344,251,1,N/A,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YBR017C,2757,2757,31,98,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YNL244C,327,313,2,N/A,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YPR065W,1107,251,1,N/A,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YBR187W,843,62,1,N/A,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YDL161W,1365,1366,42,63,1
scORFeome-HIP-12_S156_L001_R1_001_sorted,YKL055C,837,836,14,4,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YMR325W,375,37,1,N/A,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YNL095C,1929,1926,26,20,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YKL035W,1500,1488,31,14,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YAL014C,768,768,44,16,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YDR096W,2685,251,1,N/A,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YFL037W,1374,1367,35,8,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YHR102W,3243,3232,42,44,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YDL006W,846,815,22,6,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YBL113C,2379,251,1,N/A,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YPL169C,1800,1746,19,8,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YGL099W,1923,1924,20,41,1
scORFeome-HIP-12_S156_L001_R1_001_sorted,YLL067C,3618,502,1,N/A,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YDR505C,2526,2518,46,33,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YER061C,1329,147,1,N/A,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YNR005C,405,303,4,N/A,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YOR207C,3450,251,1,N/A,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YJR139C,1080,72,1,N/A,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YIL050W,858,251,1,N/A,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YLR309C,2736,251,1,N/A,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YMR243C,1329,251,1,N/A,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YPR117W,7470,7470,113,231,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YKL174C,1857,1856,72,34,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YJL133W,945,936,33,9,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YHR139C,981,975,20,6,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YKR093W,1806,1794,21,11,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YDL167C,2160,251,1,N/A,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YBR295W,3651,3668,187,630,17
scORFeome-HIP-12_S156_L001_R1_001_sorted,YDR263C,1293,1288,20,5,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YPL216W,3309,67,1,N/A,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YHR199C,933,926,21,3,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YCL017C,1494,1492,30,8,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YPL220W,654,283,4,N/A,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YMR012W,3834,3831,67,77,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YPL160W,3273,3277,84,288,4
scORFeome-HIP-12_S156_L001_R1_001_sorted,YLR372W,1038,1017,20,6,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YKR095WA,342,322,6,1,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YER083C,858,859,79,66,1
scORFeome-HIP-12_S156_L001_R1_001_sorted,YDR520C,2319,251,1,N/A,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YKL201C,3537,251,1,N/A,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YHR172W,2472,247,1,1,N/A
scORFeome-HIP-12_S156_L001_R1_001_sorted,YJL147C,1149,251,1,N/A,N/A
