plate_name,gene_name,gene_length,aligned_length,alignment_rate,average_read_depth,number_of_SNP,number_of_INDEL
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YGL133W,3795,3784,0.997101449,83,90,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YDL088C,1587,251,0.15816005,1,0,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YPR031W,2247,251,0.111704495,1,0,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YBR018C,1101,1084,0.984559491,32,10,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YHL002CA,489,251,0.513292434,1,1,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YBR231C,912,370,0.405701754,1,4,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YAL042CA,378,293,0.775132275,7,0,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YGL094C,3348,3342,0.998207885,96,81,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YCR014C,1749,1737,0.993138937,35,21,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YDR038C,3276,485,0.148046398,1,0,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YOR161WB,261,184,0.704980843,1,0,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YHR158C,3495,251,0.071816881,1,0,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YCL061C,3291,251,0.076268611,1,0,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YIL047C,2709,2707,0.99926172,80,60,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YDR035W,1113,251,0.225516622,1,0,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YIL057C,495,240,0.484848485,1,0,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YJL211C,444,268,0.603603604,8,0,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YGL125W,1803,1796,0.996117582,73,34,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YGL093W,2754,2748,0.997821351,93,55,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,smorf116878,45,45,1,34,2,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YLR353W,1812,251,0.138520971,1,0,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YNR015W,1155,1136,0.983549784,82,30,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YPL009C,3117,65,0.020853385,0,4,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YPR026W,3636,3634,0.999449945,134,132,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YGL124C,1935,1939,1.002067183,79,266,4
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YGR101W,1041,1022,0.981748319,42,14,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YNR008W,1986,250,0.125881168,1,0,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YLR085C,1317,1300,0.987091875,50,19,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YPL245W,1365,251,0.183882784,1,0,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YLR155C,1089,1089,1,39,115,1
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YJR150C,897,899,1.002229654,150,215,2
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YMR234W,1047,1034,0.987583572,40,12,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YPL217C,3552,3547,0.998592342,74,84,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YIL048W,3456,3448,0.997685185,106,89,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YGL190C,1581,1002,0.633776091,1,8,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YLL052C,450,417,0.926666667,20,4,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YKL209C,3873,251,0.064807643,1,0,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YBR084W,2928,2925,0.99897541,88,60,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YDL131W,1323,1297,0.980347695,35,12,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YNL279W,1986,1988,1.001007049,146,461,2
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YHL007C,2820,2823,1.00106383,247,1204,3
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YDL248W,1152,271,0.235243056,1,0,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YJR002W,1782,1771,0.99382716,49,30,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YKR092C,1221,1166,0.954954955,33,15,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YKL127W,1713,1716,1.001751313,246,724,3
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YHR207C,1581,1554,0.982922201,47,23,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YDR325W,3108,3108,1,92,84,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YLR371W,4071,202,0.049619258,8,49,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YNL324W,396,329,0.830808081,269,108,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YJL063C,717,251,0.350069735,1,0,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YDL243C,990,968,0.977777778,32,9,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YDR033W,963,960,0.996884735,55,11,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YDL237W,1173,251,0.213981245,1,0,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YML056C,1983,1983,1,168,655,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YIL075C,2838,2833,0.998238196,150,123,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YLR332W,1131,1129,0.998231653,97,32,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YOL145C,3234,114,0.035250464,1,4,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YHR038W,693,694,1.001443001,45,52,1
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YPL124W,762,762,1,293,298,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YHR149C,2205,502,0.227664399,1,9,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YLR433C,1662,496,0.29843562,1,1,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YMR068W,1281,251,0.195940671,1,0,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YOR058C,2658,502,0.188863807,1,0,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YLR358C,564,507,0.89893617,28,6,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YHR217C,462,103,0.222943723,0,0,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YER032W,2631,502,0.190801976,1,1,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YDL097C,1305,1297,0.993869732,30,10,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YNL220W,1302,1298,0.996927803,33,10,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YGR220C,810,251,0.309876543,1,1,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YOL155C,2904,244,0.084022039,1,33,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YMR133W,1403,1404,1.000712758,98,250,1
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YOL157C,1770,426,0.240677966,12,67,1
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YJL052W,999,251,0.251251251,1,0,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YHR082C,3090,3085,0.998381877,102,91,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YPL091W,1452,1449,0.997933884,23,8,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YNL013C,378,281,0.743386243,5,0,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YGR188C,3066,251,0.081865623,1,0,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YDR500C,656,653,0.995426829,34,7,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YPL147W,2613,2606,0.997321087,107,74,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YOR323C,1371,677,0.493800146,1,2,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YGR093W,1524,251,0.164698163,1,0,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YPR080W,1377,1373,0.997095134,39,17,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YMR201C,1200,1200,1,85,193,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YPR069C,882,249,0.282312925,1,1,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YJL216C,1746,241,0.138029782,0,38,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YDR069C,2781,2782,1.000359583,265,1014,1
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YAL019W,3396,3389,0.997938751,111,115,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YJR096W,849,251,0.295641932,1,1,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YKL049C,690,691,1.001449275,214,218,1
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YDR294C,1770,502,0.283615819,1,2,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YPR021C,2709,2697,0.995570321,60,46,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YLL018C,1674,251,0.149940263,1,0,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YDR227W,4077,611,0.149865097,1,9,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YML008C,1152,1151,0.999131944,101,27,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YDR496C,1971,1970,0.999492643,105,60,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YBR125C,1182,1180,0.998307953,70,13,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YDR409W,2715,2713,0.999263352,112,83,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YEL070W,1509,1490,0.98740888,68,37,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YML073C,946,900,0.951374207,12,2,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YBL047C,4146,251,0.06054028,1,0,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YGR059W,1539,1508,0.97985705,28,13,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YJR056C,711,251,0.35302391,1,0,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YDR097C,3729,3727,0.999463663,130,129,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YDL035C,2886,2891,1.001732502,133,724,5
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YPL075W,3109,3106,0.99903506,88,74,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YMR253C,1245,234,0.187951807,1,0,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YCR102C,1107,1110,1.002710027,121,253,3
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YER021W,1572,1570,0.998727735,41,18,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YIL121W,1629,251,0.154082259,1,0,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YKL153W,510,468,0.917647059,87,65,1
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YJR131W,1650,251,0.152121212,1,0,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YIL132C,642,631,0.982866044,24,4,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YIL145C,930,925,0.994623656,65,17,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YBR149W,1035,1025,0.990338164,52,18,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YOR257W,486,201,0.413580247,1,0,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YLR378C,1443,251,0.173943174,1,0,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YDR478W,597,598,1.001675042,64,85,1
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YKL015W,2940,2936,0.998639456,129,105,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YGR292W,1755,1736,0.989173789,28,7,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YHR073W,2991,2988,0.998996991,142,120,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YLR314C,1563,251,0.160588612,1,0,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YPL270W,2463,502,0.203816484,1,2,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YIL053W,816,819,1.003676471,137,213,3
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YLR419W,4308,251,0.058263695,1,0,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YDR012W,1089,708,0.650137741,12,4,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YMR137C,1986,250,0.125881168,1,2,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YIL066C,2610,251,0.096168582,1,0,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YGL253W,1461,1286,0.880219028,11,238,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YLR299W,1983,317,0.1598588,1,1,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YIR021W,1092,1081,0.98992674,38,10,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YJL177W,872,873,1.001146789,111,157,1
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YBR299W,1755,943,0.537321937,8,1,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YPL081W,1095,1082,0.988127854,18,6,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YDR351W,2595,2592,0.998843931,105,83,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YDR277C,1302,1302,1,44,24,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YOR337W,2280,249,0.109210526,1,6,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YJR040W,2340,330,0.141025641,1,0,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YLL044W,447,406,0.908277405,4,1,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YPR155C,1851,1851,1,73,265,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YKL194C,1389,1377,0.991360691,27,16,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YHR118C,1308,1310,1.001529052,115,254,2
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YJR161C,1152,653,0.566840278,32,81,1
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YNL099C,717,706,0.984658298,39,7,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YDR335W,3675,967,0.263129252,1,2,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YKL172W,1284,1287,1.002336449,81,259,3
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YNL336W,1146,1003,0.87521815,22,125,1
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YDR305C,743,123,0.165545087,1,3,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YML081W,3756,251,0.066826411,1,1,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YPL210C,1923,1927,1.002080083,73,208,4
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YPL186C,915,906,0.990163934,45,12,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YNL014W,3135,3118,0.994577352,101,88,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YBR260C,2001,855,0.427286357,1,4,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YGR197C,1644,1628,0.99026764,53,26,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YOR347C,1521,246,0.1617357,1,7,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YLR096W,3444,3447,1.00087108,250,1378,3
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YAL042W,1248,1251,1.002403846,148,369,3
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YKR052C,915,131,0.143169399,1,0,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YAL035W,3009,3009,1,267,1382,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YLR417W,1701,1689,0.992945326,33,14,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YFR053C,1458,1455,0.997942387,66,21,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YBR228W,915,902,0.98579235,29,7,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YLR427W,2013,499,0.247888723,1,4,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YGL187C,468,464,0.991452991,27,3,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YOR043W,1461,251,0.171800137,1,0,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YLR083C,2004,251,0.125249501,1,0,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YBR181C,1063,427,0.401693321,6,8,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YKL108W,1362,1362,1,358,611,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YJR144W,810,251,0.309876543,1,0,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YMR315W,1050,348,0.331428571,1,3,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YOR078W,645,646,1.001550388,109,115,1
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YBR277C,402,309,0.768656716,6,0,0
scORFeome-HIP-09_S153_L001_sorted.raw.vcf,YIR028W,1908,251,0.131551363,1,7,0
plate_name,gene_name,gene_length,aligned_length,alignment_rate,average_read_depth,number_of_SNP,number_of_INDEL
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YPL076W,843,251,0.297746145,1,0,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YOR243C,2031,2032,1.000492368,72,287,1
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YJR023C,402,251,0.624378109,1,0,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YMR288W,2916,2925,1.00308642,248,1166,9
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YIL140W,2472,2472,1,315,1208,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YGR070W,3468,251,0.072376009,1,0,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YIL156W,3216,502,0.156094527,1,0,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YDR039C,3276,251,0.076617827,1,0,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YCR005C,1383,194,0.140274765,2,38,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YBL101C,3354,3354,1,122,115,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YJL204C,2523,2527,1.001585414,125,665,4
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YCR035C,1185,1164,0.982278481,28,9,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YKL059C,1326,251,0.189291101,1,0,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YCL039W,2238,2227,0.995084897,52,26,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YJR084W,1272,666,0.523584906,1,0,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YBR160W,897,130,0.144927536,1,0,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YJL082W,2196,2200,1.001821494,111,500,4
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YPL191C,1083,405,0.373961219,1,3,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YGL113W,2007,2000,0.996512207,25,14,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YGL215W,1359,251,0.184694628,1,0,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YDR099W,822,61,0.074209246,32,6,1
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YOR145C,825,824,0.998787879,36,14,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YKL074C,1584,232,0.146464646,1,1,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YMR027W,1413,1390,0.983722576,30,13,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YBL027W,954,251,0.263102725,1,0,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YKL133C,1392,333,0.239224138,1,0,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YLR006C,2139,2138,0.999532492,39,22,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YMR015C,1617,251,0.155225727,1,0,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YDL170W,1587,251,0.15816005,1,0,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YBR117C,2046,2034,0.994134897,45,21,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YFL034CB,978,972,0.993865031,46,14,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YLR219W,2187,372,0.170096022,1,0,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YLR156CA,132,132,1,1,1,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YPR186C,1290,1283,0.994573643,26,7,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YDR259C,1152,250,0.217013889,1,2,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YOR262W,1044,1019,0.97605364,10,5,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YDR522C,1509,1495,0.990722333,78,27,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YDR354CA,144,144,1,91,35,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YPL258C,1656,1634,0.986714976,35,16,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YNL237W,1380,1374,0.995652174,52,21,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YCR045C,1476,1463,0.991192412,63,27,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YPL049C,1359,1349,0.992641648,48,16,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YDL246C,1074,250,0.232774674,1,2,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YOR110W,1308,194,0.148318043,1,0,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YGR014W,3921,251,0.064014282,1,0,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YER046WA,330,87,0.263636364,1,0,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YCL069W,1377,1372,0.996368918,26,12,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YOL111C,639,622,0.973395931,20,3,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YHR025W,1074,1077,1.002793296,128,307,3
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YGL198W,708,710,1.002824859,139,222,2
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YFR011C,513,251,0.489278752,1,0,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YKR010C,2316,251,0.108376511,1,0,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YIL074C,1410,1412,1.00141844,96,255,2
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YBL008W,2523,251,0.09948474,1,1,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YDR063W,450,219,0.486666667,1,0,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YLR447C,1038,1038,1,89,172,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YJR065C,1350,251,0.185925926,1,0,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YNL042W,1191,1188,0.997481108,31,9,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YDR254W,1377,1346,0.977487291,18,9,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YJL186W,1761,1750,0.993753549,70,40,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YDR196C,726,164,0.225895317,1,0,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YML091C,3609,91,0.025214741,1,0,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YJL001W,764,251,0.328534031,1,0,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YHR058C,888,251,0.282657658,1,0,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YDR354W,1143,1140,0.997375328,80,23,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YJL222W,4650,251,0.053978495,1,0,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YPL040C,3009,2999,0.996676637,105,93,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YGR020C,357,357,1,83,41,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YKL117W,651,628,0.964669739,19,3,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YMR287C,2910,251,0.086254296,1,0,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YOR093C,4947,251,0.050737821,1,1,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YER084WA,513,476,0.927875244,18,1,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YNL288W,1122,1122,1,295,575,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YNR059W,1743,1716,0.984509466,33,16,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YNL332W,1023,1010,0.987292278,32,10,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YCL067C,633,614,0.969984202,13,2,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YCR073C,3996,4007,1.002752753,181,1438,11
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YHR155W,3687,3683,0.998915107,71,72,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YPL136W,369,362,0.98102981,32,2,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YER103W,1929,1589,0.823742872,2,2,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YKR077W,1092,251,0.22985348,1,0,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YFL060C,669,669,1,75,91,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YGR116W,4356,499,0.114554637,1,0,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YLR188W,2088,251,0.120210728,1,0,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YNL177C,930,927,0.996774194,31,14,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YOL118C,309,65,0.210355987,1,0,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YDR286C,345,250,0.724637681,1,1,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YHR141C,762,763,1.001312336,74,117,1
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YBR029C,1374,251,0.182678311,1,0,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YML060W,1131,251,0.221927498,1,0,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YMR113W,1284,1277,0.994548287,37,12,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YLR300W,1347,497,0.368968077,1,6,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YLR154C,333,251,0.753753754,1,0,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YBR150C,3285,41,0.012480974,1,0,0
scORFeome-HIP-10_S154_L001_sorted.raw.vcf,YLR341W,1434,1432,0.9986053,55,26,0
